season,date,round,home_team,away_team,home_matches_before,away_matches_before,home_avg_goals_for,home_avg_goals_against,away_avg_goals_for,away_avg_goals_against,home_win_rate,away_win_rate,home_home_win_rate,away_away_win_rate,home_recent_points_5,away_recent_points_5,home_days_since_match,away_days_since_match,result,home_has_previous_match,away_has_previous_match,home_days_since_match_capped,away_days_since_match_capped
2018-19,2018-11-28,Group stage,Dortmund,Club Brugge,57,10,1.8596491228070176,1.3859649122807018,0.8,1.9,0.45614035087719296,0.1,0.5862068965517241,0.2,9,4,22,22,D,1,1,22,22
2018-19,2018-11-28,Group stage,Loko Moscow,Galatasaray,4,34,0.5,2.75,1.0588235294117647,1.8529411764705883,0.0,0.2647058823529412,0.0,0.17647058823529413,0,5,22,22,H,1,1,22,22
2018-19,2018-11-28,Group stage,Napoli,Red Star,32,4,1.625,1.5,0.75,2.5,0.4375,0.25,0.625,0.0,6,4,22,22,H,1,1,22,22
2018-19,2018-11-28,Group stage,PSV,Barcelona,18,94,0.8888888888888888,1.5555555555555556,2.24468085106383,0.8936170212765957,0.16666666666666666,0.648936170212766,0.3333333333333333,0.46808510638297873,2,10,22,22,A,1,1,22,22
2018-19,2018-11-28,Group stage,Paris SG,Liverpool,60,23,2.216666666666667,1.1166666666666667,2.3043478260869565,1.3043478260869565,0.55,0.43478260869565216,0.6333333333333333,0.25,5,6,22,22,H,1,1,22,22
2018-19,2018-11-28,Group stage,Porto,Schalke 04,56,40,1.5892857142857142,1.1428571428571428,1.5,1.475,0.4642857142857143,0.45,0.6071428571428571,0.4,11,11,22,22,H,1,1,22,22
2018-19,2018-11-28,Group stage,Tottenham,Inter,28,22,1.7857142857142858,1.3928571428571428,1.5,1.5909090909090908,0.42857142857142855,0.45454545454545453,0.5714285714285714,0.36363636363636365,4,10,22,22,H,1,1,22,22
2018-19,2018-12-11,Group stage,Barcelona,Tottenham,95,29,2.2421052631578946,0.8947368421052632,1.7586206896551724,1.3448275862068966,0.6526315789473685,0.4482758620689655,0.8297872340425532,0.2857142857142857,13,7,13,13,D,1,1,13,13
2018-19,2018-12-11,Group stage,Club Brugge,Atlético Madrid,11,59,0.7272727272727273,1.7272727272727273,1.4745762711864407,0.711864406779661,0.09090909090909091,0.559322033898305,0.0,0.36666666666666664,5,12,13,13,D,1,1,13,13
2018-19,2018-12-11,Group stage,Galatasaray,Porto,35,57,1.0285714285714285,1.8571428571428572,1.6140350877192982,1.1403508771929824,0.2571428571428571,0.47368421052631576,0.35294117647058826,0.32142857142857145,4,13,13,13,A,1,1,13,13
2018-19,2018-12-11,Group stage,Inter,PSV,23,19,1.434782608695652,1.565217391304348,0.8947368421052632,1.5789473684210527,0.43478260869565216,0.15789473684210525,0.5454545454545454,0.0,7,1,13,13,D,1,1,13,13
2018-19,2018-12-11,Group stage,Liverpool,Napoli,24,33,2.25,1.3333333333333333,1.6666666666666667,1.4848484848484849,0.4166666666666667,0.45454545454545453,0.6363636363636364,0.25,6,9,13,13,H,1,1,13,13
2018-19,2018-12-11,Group stage,Monaco,Dortmund,33,58,1.121212121212121,1.606060606060606,1.8275862068965518,1.3620689655172413,0.30303030303030304,0.4482758620689655,0.375,0.32142857142857145,1,10,13,13,A,1,1,13,13
2018-19,2018-12-11,Group stage,Red Star,Paris SG,5,61,0.8,2.6,2.2131147540983607,1.1147540983606556,0.2,0.5573770491803278,0.5,0.4666666666666667,4,8,13,13,A,1,1,13,13
2018-19,2018-12-11,Group stage,Schalke 04,Loko Moscow,41,5,1.4878048780487805,1.5121951219512195,0.8,2.2,0.43902439024390244,0.2,0.5,0.0,8,3,13,13,H,1,1,13,13
2018-19,2018-12-12,Group stage,Ajax,Bayern Munich,35,97,1.1714285714285715,1.4857142857142858,2.350515463917526,0.9896907216494846,0.3142857142857143,0.6701030927835051,0.47058823529411764,0.5416666666666666,11,13,15,15,D,1,1,15,15
2018-19,2018-12-12,Group stage,Benfica,AEK Athens,63,5,1.0634920634920635,1.4603174603174602,0.4,2.4,0.3333333333333333,0.0,0.45161290322580644,0.0,4,0,15,15,H,1,1,15,15
2018-19,2018-12-12,Group stage,Manchester City,Hoffenheim,63,5,1.8253968253968254,1.380952380952381,2.0,2.4,0.4444444444444444,0.0,0.4838709677419355,0.0,10,3,15,15,H,1,1,15,15
2018-19,2018-12-12,Group stage,Real Madrid,CSKA Moscow,105,43,2.4761904761904763,0.8952380952380953,1.1162790697674418,1.9069767441860466,0.7047619047619048,0.20930232558139536,0.8113207547169812,0.19047619047619047,12,4,15,15,A,1,1,15,15
2018-19,2018-12-12,Group stage,Shakhtar D.,Lyon,57,33,1.5087719298245614,1.6140350877192982,1.303030303030303,1.3333333333333333,0.38596491228070173,0.30303030303030304,0.4642857142857143,0.3125,5,7,15,15,D,1,1,15,15
2018-19,2018-12-12,Group stage,Valencia,Manchester Utd,33,56,1.5757575757575757,1.121212121212121,1.5,0.8392857142857143,0.36363636363636365,0.5357142857142857,0.5,0.4642857142857143,5,10,15,15,H,1,1,15,15
2018-19,2018-12-12,Group stage,Viktoria Plzeň,Roma,17,39,0.8823529411764706,2.5294117647058822,1.5897435897435896,1.9487179487179487,0.17647058823529413,0.358974358974359,0.125,0.15789473684210525,4,9,15,15,H,1,1,15,15
2018-19,2018-12-12,Group stage,Young Boys,Juventus,5,65,0.4,2.2,1.4923076923076923,0.8769230769230769,0.0,0.5230769230769231,0.0,0.4838709677419355,1,12,15,15,H,1,1,15,15
2018-19,2019-02-12,Round of 16,Manchester Utd,Paris SG,57,62,1.4912280701754386,0.8596491228070176,2.2419354838709675,1.1129032258064515,0.5263157894736842,0.5645161290322581,0.6071428571428571,0.4838709677419355,7,11,62,63,A,1,1,62,63
2018-19,2019-02-12,Round of 16,Roma,Porto,40,58,1.575,1.95,1.6379310344827587,1.1551724137931034,0.35,0.4827586206896552,0.55,0.3448275862068966,9,15,62,63,H,1,1,62,63
2018-19,2019-02-13,Round of 16,Ajax,Real Madrid,36,106,1.2222222222222223,1.5277777777777777,2.452830188679245,0.9150943396226415,0.3055555555555556,0.6981132075471698,0.4444444444444444,0.5961538461538461,9,9,63,63,A,1,1,63,63
2018-19,2019-02-13,Round of 16,Tottenham,Dortmund,30,59,1.7333333333333334,1.3333333333333333,1.8305084745762712,1.3389830508474576,0.43333333333333335,0.4576271186440678,0.6,0.3448275862068966,8,10,64,64,H,1,1,64,64
2018-19,2019-02-19,Round of 16,Liverpool,Bayern Munich,25,98,2.2,1.28,2.357142857142857,1.010204081632653,0.44,0.6632653061224489,0.6666666666666666,0.5306122448979592,6,11,70,69,D,1,1,70,69
2018-19,2019-02-19,Round of 16,Lyon,Barcelona,34,96,1.2941176470588236,1.3235294117647058,2.2291666666666665,0.8958333333333334,0.29411764705882354,0.6458333333333334,0.29411764705882354,0.4791666666666667,5,11,69,70,D,1,1,69,70
2018-19,2019-02-20,Round of 16,Atlético Madrid,Juventus,60,66,1.45,0.7,1.4848484848484849,0.8939393939393939,0.55,0.5151515151515151,0.7586206896551724,0.46875,10,9,71,70,H,1,1,71,70
2018-19,2019-02-20,Round of 16,Schalke 04,Manchester City,42,64,1.4761904761904763,1.4761904761904763,1.828125,1.375,0.4523809523809524,0.453125,0.5238095238095238,0.40625,10,13,71,70,A,1,1,71,70
2018-19,2019-03-05,Round of 16,Dortmund,Tottenham,60,31,1.8,1.3666666666666667,1.7741935483870968,1.2903225806451613,0.45,0.45161290322580644,0.5666666666666667,0.26666666666666666,7,11,20,20,A,1,1,20,20
2018-19,2019-03-05,Round of 16,Real Madrid,Ajax,107,37,2.4485981308411215,0.9158878504672897,1.2162162162162162,1.5405405405405406,0.7009345794392523,0.2972972972972973,0.7962962962962963,0.16666666666666666,12,8,20,20,A,1,1,20,20
2018-19,2019-03-06,Round of 16,Paris SG,Manchester Utd,63,58,2.238095238095238,1.0952380952380953,1.4655172413793103,0.8793103448275862,0.5714285714285714,0.5172413793103449,0.6451612903225806,0.4482758620689655,11,6,22,22,A,1,1,22,22
2018-19,2019-03-06,Round of 16,Porto,Roma,59,41,1.6271186440677967,1.1694915254237288,1.5853658536585367,1.9268292682926829,0.4745762711864407,0.36585365853658536,0.6206896551724138,0.15,12,9,22,22,H,1,1,22,22
2018-19,2019-03-12,Round of 16,Juventus,Atlético Madrid,67,61,1.462686567164179,0.9104477611940298,1.459016393442623,0.6885245901639344,0.5074626865671642,0.5573770491803278,0.5588235294117647,0.3548387096774194,6,10,20,20,H,1,1,20,20
2018-19,2019-03-12,Round of 16,Manchester City,Schalke 04,65,43,1.8461538461538463,1.3846153846153846,1.4883720930232558,1.5116279069767442,0.46153846153846156,0.4418604651162791,0.5,0.38095238095238093,13,7,20,20,H,1,1,20,20
2018-19,2019-03-13,Round of 16,Barcelona,Lyon,97,35,2.2061855670103094,0.8865979381443299,1.2571428571428571,1.2857142857142858,0.6391752577319587,0.2857142857142857,0.8125,0.29411764705882354,9,5,22,22,H,1,1,22,22
2018-19,2019-03-13,Round of 16,Bayern Munich,Liverpool,99,26,2.3333333333333335,1.0,2.1153846153846154,1.2307692307692308,0.6565656565656566,0.4230769230769231,0.7959183673469388,0.23076923076923078,11,7,22,22,A,1,1,22,22
2018-19,2019-04-09,Quarter-finals,Liverpool,Porto,27,60,2.1481481481481484,1.2222222222222223,1.65,1.1666666666666667,0.4444444444444444,0.48333333333333334,0.6153846153846154,0.3333333333333333,7,12,27,34,H,1,1,27,34
2018-19,2019-04-09,Quarter-finals,Tottenham,Manchester City,32,66,1.75,1.25,1.9242424242424243,1.3636363636363635,0.46875,0.4696969696969697,0.625,0.42424242424242425,13,13,35,28,H,1,1,35,28
2018-19,2019-04-10,Quarter-finals,Ajax,Juventus,38,68,1.2894736842105263,1.5263157894736843,1.4852941176470589,0.8970588235294118,0.3157894736842105,0.5147058823529411,0.42105263157894735,0.45454545454545453,8,6,36,29,D,1,1,36,29
2018-19,2019-04-10,Quarter-finals,Manchester Utd,Barcelona,59,98,1.4915254237288136,0.8813559322033898,2.2346938775510203,0.8877551020408163,0.5254237288135594,0.6428571428571429,0.5862068965517241,0.46938775510204084,9,9,35,28,A,1,1,35,28
2018-19,2019-04-16,Quarter-finals,Barcelona,Manchester Utd,99,60,2.2222222222222223,0.8787878787878788,1.4666666666666666,0.8833333333333333,0.6464646464646465,0.5166666666666667,0.8163265306122449,0.4666666666666667,11,6,6,6,H,1,1,6,6
2018-19,2019-04-16,Quarter-finals,Juventus,Ajax,69,39,1.4782608695652173,0.8985507246376812,1.2820512820512822,1.5128205128205128,0.5072463768115942,0.3076923076923077,0.5714285714285714,0.21052631578947367,7,8,6,6,A,1,1,6,6
2018-19,2019-04-17,Quarter-finals,Manchester City,Tottenham,67,33,1.8955223880597014,1.3582089552238805,1.7272727272727273,1.2121212121212122,0.4626865671641791,0.48484848484848486,0.5151515151515151,0.3125,10,13,8,8,H,1,1,8,8
2018-19,2019-04-17,Quarter-finals,Porto,Liverpool,61,28,1.6229508196721312,1.180327868852459,2.142857142857143,1.1785714285714286,0.47540983606557374,0.4642857142857143,0.6333333333333333,0.2857142857142857,9,10,8,8,A,1,1,8,8
2018-19,2019-04-30,Semi-finals,Tottenham,Ajax,34,40,1.7647058823529411,1.2941176470588236,1.3,1.5,0.47058823529411764,0.325,0.6470588235294118,0.25,10,8,13,14,A,1,1,13,14
2018-19,2019-05-01,Semi-finals,Barcelona,Liverpool,100,29,2.23,0.87,2.206896551724138,1.1724137931034482,0.65,0.4827586206896552,0.82,0.3333333333333333,11,13,15,14,H,1,1,15,14
2018-19,2019-05-07,Semi-finals,Liverpool,Barcelona,30,101,2.1333333333333333,1.2333333333333334,2.237623762376238,0.8613861386138614,0.4666666666666667,0.6534653465346535,0.6428571428571429,0.48,10,13,6,6,H,1,1,6,6
2018-19,2019-05-08,Semi-finals,Ajax,Tottenham,41,35,1.2926829268292683,1.4634146341463414,1.7142857142857142,1.2857142857142858,0.34146341463414637,0.45714285714285713,0.4,0.29411764705882354,10,9,8,8,A,1,1,8,8
2018-19,2019-06-01,Final,Tottenham,Liverpool,36,31,1.75,1.3055555555555556,2.193548387096774,1.1935483870967742,0.4722222222222222,0.4838709677419355,0.6111111111111112,0.3125,9,12,24,25,A,1,1,24,25
2019-20,2019-09-17,Group stage,Ajax,Lille,42,12,1.3095238095238095,1.5,0.8333333333333334,1.5833333333333333,0.3333333333333333,0.16666666666666666,0.38095238095238093,0.3333333333333333,10,3,132,2477,H,1,1,132,365
2019-20,2019-09-17,Group stage,Benfica,RB Leipzig,64,6,1.0625,1.4375,1.6666666666666667,1.8333333333333333,0.34375,0.3333333333333333,0.46875,0.3333333333333333,7,6,279,650,A,1,1,279,365
2019-20,2019-09-17,Group stage,Chelsea,Valencia,65,34,1.9846153846153847,0.9846153846153847,1.588235294117647,1.1176470588235294,0.5076923076923077,0.38235294117647056,0.65625,0.23529411764705882,5,8,552,279,A,1,1,365,279
2019-20,2019-09-17,Group stage,Dortmund,Barcelona,61,102,1.7704918032786885,1.360655737704918,2.215686274509804,0.8921568627450981,0.4426229508196721,0.6470588235294118,0.5483870967741935,0.47058823529411764,4,12,196,133,D,1,1,196,133
2019-20,2019-09-17,Group stage,Inter,Slavia Prague,24,0,1.4166666666666667,1.5416666666666667,0.0,0.0,0.4166666666666667,0.0,0.5,0.0,5,0,280,-1,D,1,0,280,0
2019-20,2019-09-17,Group stage,Lyon,Zenit,36,36,1.25,1.3888888888888888,1.1944444444444444,1.3055555555555556,0.2777777777777778,0.3888888888888889,0.2777777777777778,0.3333333333333333,4,6,188,1287,D,1,1,188,365
2019-20,2019-09-17,Group stage,Napoli,Liverpool,34,32,1.6176470588235294,1.4705882352941178,2.1875,1.15625,0.4411764705882353,0.5,0.6470588235294118,0.35294117647058826,8,12,280,108,H,1,1,280,108
2019-20,2019-09-17,Group stage,RB Salzburg,Genk,0,6,0.0,0.0,0.3333333333333333,2.6666666666666665,0.0,0.0,0.0,0.0,0,2,-1,2842,H,0,1,0,365
2019-20,2019-09-18,Group stage,Atlético Madrid,Juventus,62,70,1.435483870967742,0.7258064516129032,1.4714285714285715,0.9142857142857143,0.5483870967741935,0.5,0.7666666666666667,0.4411764705882353,10,4,190,155,D,1,1,190,155
2019-20,2019-09-18,Group stage,Bayern Munich,Red Star,100,6,2.32,1.02,0.8333333333333334,2.8333333333333335,0.65,0.16666666666666666,0.78,0.0,8,3,189,281,H,1,1,189,281
2019-20,2019-09-18,Group stage,Club Brugge,Galatasaray,12,36,0.6666666666666666,1.5833333333333333,1.0555555555555556,1.8888888888888888,0.08333333333333333,0.25,0.0,0.16666666666666666,6,1,281,281,D,1,1,281,281
2019-20,2019-09-18,Group stage,Dinamo Zagreb,Atalanta,24,0,0.2916666666666667,2.7083333333333335,0.0,0.0,0.041666666666666664,0.0,0.08333333333333333,0.0,0,0,1015,-1,H,1,0,365,0
2019-20,2019-09-18,Group stage,Leverkusen,Loko Moscow,38,6,1.3421052631578947,1.5526315789473684,0.6666666666666666,2.0,0.34210526315789475,0.16666666666666666,0.5263157894736842,0.0,8,3,917,281,A,1,1,365,281
2019-20,2019-09-18,Group stage,Olympiacos,Tottenham,38,37,1.2894736842105263,1.7105263157894737,1.7027027027027026,1.3243243243243243,0.42105263157894735,0.4594594594594595,0.5789473684210527,0.3333333333333333,1,6,652,109,D,1,1,365,109
2019-20,2019-09-18,Group stage,Paris SG,Real Madrid,64,108,2.21875,1.125,2.435185185185185,0.9444444444444444,0.5625,0.6944444444444444,0.625,0.6037735849056604,10,9,196,197,H,1,1,196,197
2019-20,2019-09-18,Group stage,Shakhtar D.,Manchester City,58,68,1.5,1.603448275862069,1.9264705882352942,1.3823529411764706,0.3793103448275862,0.47058823529411764,0.4482758620689655,0.4117647058823529,5,12,280,154,A,1,1,280,154
2019-20,2019-10-01,Group stage,Atalanta,Shakhtar D.,1,59,0.0,4.0,1.4745762711864407,1.6271186440677967,0.0,0.3728813559322034,0.0,0.3103448275862069,0,4,13,13,A,1,1,13,13
2019-20,2019-10-01,Group stage,Galatasaray,Paris SG,37,65,1.027027027027027,1.837837837837838,2.230769230769231,1.1076923076923078,0.24324324324324326,0.5692307692307692,0.3333333333333333,0.5,2,12,13,13,A,1,1,13,13
2019-20,2019-10-01,Group stage,Juventus,Leverkusen,71,39,1.4788732394366197,0.9295774647887324,1.3333333333333333,1.564102564102564,0.49295774647887325,0.3333333333333333,0.5555555555555556,0.15789473684210525,5,5,13,13,H,1,1,13,13
2019-20,2019-10-01,Group stage,Loko Moscow,Atlético Madrid,7,63,0.8571428571428571,1.8571428571428572,1.4444444444444444,0.746031746031746,0.2857142857142857,0.5396825396825397,0.3333333333333333,0.34375,6,8,13,13,A,1,1,13,13
2019-20,2019-10-01,Group stage,Manchester City,Dinamo Zagreb,69,25,1.9420289855072463,1.3623188405797102,0.44,2.6,0.4782608695652174,0.08,0.5294117647058824,0.0,12,3,13,13,H,1,1,13,13
2019-20,2019-10-01,Group stage,Real Madrid,Club Brugge,109,13,2.4128440366972477,0.963302752293578,0.6153846153846154,1.4615384615384615,0.6880733944954128,0.07692307692307693,0.7818181818181819,0.16666666666666666,6,7,13,13,D,1,1,13,13
2019-20,2019-10-01,Group stage,Red Star,Olympiacos,7,39,0.7142857142857143,2.857142857142857,1.3076923076923077,1.7179487179487178,0.14285714285714285,0.41025641025641024,0.3333333333333333,0.2631578947368421,3,2,13,13,H,1,1,13,13
2019-20,2019-10-01,Group stage,Tottenham,Bayern Munich,38,101,1.7105263157894737,1.3421052631578947,2.3267326732673266,1.00990099009901,0.4473684210526316,0.6534653465346535,0.5789473684210527,0.52,4,8,13,13,A,1,1,13,13
2019-20,2019-10-02,Group stage,Barcelona,Inter,103,25,2.1941747572815533,0.883495145631068,1.4,1.52,0.6407766990291263,0.4,0.8235294117647058,0.3333333333333333,10,3,15,15,H,1,1,15,15
2019-20,2019-10-02,Group stage,Genk,Napoli,7,35,0.5714285714285714,3.142857142857143,1.6285714285714286,1.4285714285714286,0.0,0.45714285714285713,0.0,0.23529411764705882,2,8,15,15,D,1,1,15,15
2019-20,2019-10-02,Group stage,Lille,Chelsea,13,66,0.7692307692307693,1.6923076923076923,1.9545454545454546,0.9848484848484849,0.15384615384615385,0.5,0.0,0.36363636363636365,3,5,15,15,A,1,1,15,15
2019-20,2019-10-02,Group stage,Liverpool,RB Salzburg,33,1,2.121212121212121,1.1818181818181819,6.0,2.0,0.48484848484848486,1.0,0.6666666666666666,0.0,9,3,15,15,H,1,1,15,15
2019-20,2019-10-02,Group stage,RB Leipzig,Lyon,7,37,1.7142857142857142,1.7142857142857142,1.2432432432432432,1.3783783783783783,0.42857142857142855,0.2702702702702703,0.3333333333333333,0.2777777777777778,9,4,15,15,A,1,1,15,15
2019-20,2019-10-02,Group stage,Slavia Prague,Dortmund,1,62,1.0,1.0,1.7419354838709677,1.3387096774193548,0.0,0.43548387096774194,0.0,0.3333333333333333,1,5,15,15,A,1,1,15,15
2019-20,2019-10-02,Group stage,Valencia,Ajax,35,43,1.5714285714285714,1.0857142857142856,1.3488372093023255,1.4651162790697674,0.4,0.3488372093023256,0.5294117647058824,0.2857142857142857,10,10,15,15,A,1,1,15,15
2019-20,2019-10-02,Group stage,Zenit,Benfica,37,65,1.1891891891891893,1.2972972972972974,1.0615384615384615,1.4461538461538461,0.3783783783783784,0.3384615384615385,0.4444444444444444,0.21875,4,4,15,15,H,1,1,15,15
2019-20,2019-10-22,Group stage,Atlético Madrid,Leverkusen,64,40,1.453125,0.734375,1.3,1.6,0.546875,0.325,0.7419354838709677,0.15,8,4,21,21,H,1,1,21,21
2019-20,2019-10-22,Group stage,Club Brugge,Paris SG,14,66,0.7142857142857143,1.5,2.212121212121212,1.0909090909090908,0.07142857142857142,0.5757575757575758,0.0,0.5151515151515151,7,12,21,21,A,1,1,21,21
2019-20,2019-10-22,Group stage,Galatasaray,Real Madrid,38,110,1.0,1.8157894736842106,2.409090909090909,0.9727272727272728,0.23684210526315788,0.6818181818181818,0.3157894736842105,0.5925925925925926,1,4,21,21,A,1,1,21,21
2019-20,2019-10-22,Group stage,Juventus,Loko Moscow,72,8,1.5,0.9166666666666666,0.75,1.875,0.5,0.25,0.5675675675675675,0.25,8,6,21,21,H,1,1,21,21
2019-20,2019-10-22,Group stage,Manchester City,Atalanta,70,2,1.9428571428571428,1.3428571428571427,0.5,3.0,0.4857142857142857,0.0,0.5428571428571428,0.0,12,0,21,21,H,1,1,21,21
2019-20,2019-10-22,Group stage,Olympiacos,Bayern Munich,40,102,1.3,1.75,2.372549019607843,1.0196078431372548,0.4,0.6568627450980392,0.55,0.5294117647058824,2,8,21,21,A,1,1,21,21
2019-20,2019-10-22,Group stage,Shakhtar D.,Dinamo Zagreb,60,26,1.4833333333333334,1.6166666666666667,0.4230769230769231,2.576923076923077,0.38333333333333336,0.07692307692307693,0.43333333333333335,0.0,7,3,21,21,D,1,1,21,21
2019-20,2019-10-22,Group stage,Tottenham,Red Star,39,8,1.7179487179487178,1.4871794871794872,1.0,2.625,0.4358974358974359,0.25,0.55,0.0,4,6,21,21,H,1,1,21,21
2019-20,2019-10-23,Group stage,Ajax,Chelsea,44,67,1.3863636363636365,1.4318181818181819,1.955223880597015,0.9850746268656716,0.36363636363636365,0.5074626865671642,0.4090909090909091,0.38235294117647056,12,5,21,21,A,1,1,21,21
2019-20,2019-10-23,Group stage,Benfica,Lyon,66,38,1.0606060606060606,1.4696969696969697,1.263157894736842,1.3421052631578947,0.3333333333333333,0.2894736842105263,0.45454545454545453,0.3157894736842105,4,6,21,21,H,1,1,21,21
2019-20,2019-10-23,Group stage,Genk,Liverpool,8,34,0.5,2.75,2.176470588235294,1.2352941176470589,0.0,0.5,0.0,0.3333333333333333,3,9,21,21,A,1,1,21,21
2019-20,2019-10-23,Group stage,Inter,Dortmund,26,63,1.3846153846153846,1.5384615384615385,1.746031746031746,1.3174603174603174,0.38461538461538464,0.4444444444444444,0.46153846153846156,0.3548387096774194,3,7,21,21,H,1,1,21,21
2019-20,2019-10-23,Group stage,Lille,Valencia,14,36,0.7857142857142857,1.7142857142857142,1.5277777777777777,1.1388888888888888,0.14285714285714285,0.3888888888888889,0.0,0.2777777777777778,3,9,21,21,D,1,1,21,21
2019-20,2019-10-23,Group stage,RB Leipzig,Zenit,8,38,1.5,1.75,1.236842105263158,1.2894736842105263,0.375,0.39473684210526316,0.25,0.3157894736842105,6,4,21,21,H,1,1,21,21
2019-20,2019-10-23,Group stage,RB Salzburg,Napoli,2,36,4.5,3.0,1.5833333333333333,1.3888888888888888,0.5,0.4444444444444444,1.0,0.2222222222222222,3,8,21,21,A,1,1,21,21
2019-20,2019-10-23,Group stage,Slavia Prague,Barcelona,2,104,0.5,1.5,2.1923076923076925,0.8846153846153846,0.0,0.6442307692307693,0.0,0.46153846153846156,1,10,21,21,A,1,1,21,21
2019-20,2019-11-05,Group stage,Barcelona,Slavia Prague,105,3,2.1904761904761907,0.8857142857142857,0.6666666666666666,1.6666666666666667,0.6476190476190476,0.0,0.8269230769230769,0.0,10,1,13,13,D,1,1,13,13
2019-20,2019-11-05,Group stage,Chelsea,Ajax,68,45,1.9411764705882353,0.9705882352941176,1.3555555555555556,1.4222222222222223,0.5147058823529411,0.35555555555555557,0.6363636363636364,0.3181818181818182,7,9,13,13,D,1,1,13,13
2019-20,2019-11-05,Group stage,Dortmund,Inter,64,27,1.71875,1.328125,1.4074074074074074,1.4814814814814814,0.4375,0.4074074074074074,0.53125,0.3076923076923077,4,5,13,13,H,1,1,13,13
2019-20,2019-11-05,Group stage,Liverpool,Genk,35,9,2.2285714285714286,1.2285714285714286,0.5555555555555556,2.888888888888889,0.5142857142857142,0.0,0.6875,0.0,12,2,13,13,H,1,1,13,13
2019-20,2019-11-05,Group stage,Lyon,Benfica,39,67,1.2564102564102564,1.358974358974359,1.0746268656716418,1.462686567164179,0.28205128205128205,0.34328358208955223,0.2631578947368421,0.21212121212121213,5,6,13,13,H,1,1,13,13
2019-20,2019-11-05,Group stage,Napoli,RB Salzburg,37,3,1.6216216216216217,1.4054054054054055,3.6666666666666665,3.0,0.4594594594594595,0.3333333333333333,0.6666666666666666,0.0,10,3,13,13,D,1,1,13,13
2019-20,2019-11-05,Group stage,Valencia,Lille,37,15,1.5135135135135136,1.135135135135135,0.8,1.6666666666666667,0.3783783783783784,0.13333333333333333,0.5,0.2857142857142857,7,4,13,13,H,1,1,13,13
2019-20,2019-11-05,Group stage,Zenit,RB Leipzig,39,9,1.2307692307692308,1.3076923076923077,1.5555555555555556,1.6666666666666667,0.38461538461538464,0.4444444444444444,0.47368421052631576,0.5,4,9,13,13,A,1,1,13,13
2019-20,2019-11-06,Group stage,Atalanta,Manchester City,3,71,0.6666666666666666,3.6666666666666665,1.9859154929577465,1.3380281690140845,0.0,0.49295774647887325,0.0,0.42857142857142855,0,12,15,15,D,1,1,15,15
2019-20,2019-11-06,Group stage,Bayern Munich,Olympiacos,103,41,2.378640776699029,1.029126213592233,1.3170731707317074,1.7804878048780488,0.6601941747572816,0.3902439024390244,0.7843137254901961,0.25,10,1,15,15,H,1,1,15,15
2019-20,2019-11-06,Group stage,Dinamo Zagreb,Shakhtar D.,27,61,0.48148148148148145,2.5555555555555554,1.4918032786885247,1.6229508196721312,0.07407407407407407,0.3770491803278688,0.15384615384615385,0.3333333333333333,4,8,15,15,D,1,1,15,15
2019-20,2019-11-06,Group stage,Leverkusen,Atlético Madrid,41,65,1.2682926829268293,1.5853658536585367,1.4461538461538461,0.7230769230769231,0.3170731707317073,0.5538461538461539,0.5,0.36363636363636365,1,10,15,15,H,1,1,15,15
2019-20,2019-11-06,Group stage,Loko Moscow,Juventus,9,73,0.7777777777777778,1.8888888888888888,1.5068493150684932,0.9178082191780822,0.2222222222222222,0.5068493150684932,0.25,0.42857142857142855,6,8,15,15,A,1,1,15,15
2019-20,2019-11-06,Group stage,Paris SG,Club Brugge,67,15,2.253731343283582,1.0746268656716418,0.6666666666666666,1.7333333333333334,0.582089552238806,0.06666666666666667,0.6363636363636364,0.14285714285714285,12,4,15,15,H,1,1,15,15
2019-20,2019-11-06,Group stage,Real Madrid,Galatasaray,111,39,2.3963963963963963,0.963963963963964,0.9743589743589743,1.794871794871795,0.6846846846846847,0.23076923076923078,0.7678571428571429,0.15789473684210525,7,1,15,15,H,1,1,15,15
2019-20,2019-11-06,Group stage,Red Star,Tottenham,9,40,0.8888888888888888,2.888888888888889,1.8,1.45,0.2222222222222222,0.45,0.5,0.3157894736842105,3,7,15,15,A,1,1,15,15
2019-20,2019-11-26,Group stage,Atalanta,Dinamo Zagreb,4,28,0.75,3.0,0.5714285714285714,2.5714285714285716,0.0,0.07142857142857142,0.0,0.0,1,5,20,20,H,1,1,20,20
2019-20,2019-11-26,Group stage,Galatasaray,Club Brugge,40,16,0.95,1.9,0.625,1.6875,0.225,0.0625,0.3,0.125,1,3,20,20,D,1,1,20,20
2019-20,2019-11-26,Group stage,Juventus,Atlético Madrid,74,66,1.5135135135135136,0.918918918918919,1.4393939393939394,0.7424242424242424,0.5135135135135135,0.5454545454545454,0.5789473684210527,0.35294117647058826,10,7,20,20,H,1,1,20,20
2019-20,2019-11-26,Group stage,Loko Moscow,Leverkusen,10,42,0.8,1.9,1.2857142857142858,1.5714285714285714,0.2,0.3333333333333333,0.2,0.14285714285714285,3,4,20,20,A,1,1,20,20
2019-20,2019-11-26,Group stage,Manchester City,Shakhtar D.,72,62,1.9722222222222223,1.3333333333333333,1.5161290322580645,1.6451612903225807,0.4861111111111111,0.3709677419354839,0.5555555555555556,0.3225806451612903,13,6,20,20,D,1,1,20,20
